;Required skill
4558;организация управления рисками и требованиями проекта
4559;организация оперативных совещаний для решения текущих вопросов по реализации проекта контроль выполнения решений принятых на оперативных совещаниях
4560;взаимодействие с куратором проекта руководством структурных подразделений общества а также с высшим руководством общества с целью решения оперативных вопросов возникающих при реализации проекта
4561;организация разработки и выпуска документов по управлению проектом
4562;участие в ходе подготовки и согласовании договоров с заказчиком
4563;высшее техническое образование
4564;знание английского языка (уровень от intermediate)
4565;участие в организации и курированию работ по проектированию и сооружению аэс как преимущество
4566;аналогичный опыт работы в крупных промышленных компаниях от 3-х лет
4567;пк - уверенный пользователь (ms office primavera ms visio)
4568;не менее 5 (пяти) лет на инженерно – технических и руководящих должностях/ не менее 1 (одного) года в должности руководителя проекта 
4569;развитые управленческие и коммуникативные навыки 
4570;знания в области тепловой и/или атомной энергетики 
4571;верстка разработка и улучшение проектов веб-сервисов и мобильных приложений в части frontend
4572;внедрение и использование передовых и актуальных веб-технологий
4573;оптимизация и рефакторинг
4574;документирование проектов
4575;участие в формировании тз и оценке задач и проектов
4576;разработка логической и физической модели данных совместно с командами разработки прикладных подсистем
4577;разработка витрин и хранимых процедур
4578;оптимизация работы разных баз данных с различными профилями нагрузки совместно с dba и архитекторами прикладных подсистем
4579;анализ требований заказчика и постановок задач от группы аналитики согласование и обсуждение задачи с аналитиками
4580;участие в разработке документации
4581;исправление дефектов
4582;обеспечение требуемого качества исходных текстов кода
4583;взаимодействие с проектной командой и смежными подразделениями для решения поставленных задач
4584;высшее образование
4585;опыт от 3-х лет работы разработчиком баз данных (sql) под postgresql
4586;хорошее знание sql и pgsql
4587;опыт написания хранимых процедур
4588;опыт работы с etl средствами и разработки etl процессов
4589;понимание архитектуры и механизмов работы субд знание отличительных особенностей postgresql
4590;опыт работы с xml и json функциями postgresql
4591;опыт оптимизации производительности запросов моделей данных и конфигурации субд (конфигурация postgresql шардирование партиционирование и тд)
4592;организация и контроль работы группы тестировщиков
4593;высшее образование в области информационных технологий
4594;опыт работы по направлению тестирования по от 3-х лет
4595;знание методик описания тестирования
4596;опыт программирования и знание предметной области (электроника и проектирование печатных плат) - является дополнительным преимуществом
4597;подача инициатив по повышению эффективности производственных процессов 
4598;высшее образование по направлению информационные технологии с курсами повышения квалификации по направлению асутп либо высшее образование по автоматизации технологических процессов 
4599;опыт работы на позиции с аналогичным функционалом не менее 1 года
4600;опытный пользователь пк
4601;доработки обновление конфигураций зуп и бп 83 настройка и сопровождение обмена между ними
4602;программирование на управляемых формах
4603;работа с запросами скд разработка функционала написание отчетов и обработок
4604;интеграция с другими информационными системами и настройка обмена данных
4605;работа с пользователями формирование тз консультация
4606;знание языка программирования 1с
4607;понимание основных принципов бухгалтерского управленческого и кадрового учетов
4608;знание типовых конфигураций бп зуп
4609;знание встроенного языка sql
4610;работа с заказчиками (машиностроение приборостроение) по автоматизации конструирования проектирования и управления инженерными данными на базе решений аскон и партнеров
4611;поиск и сопровождение заказчиков ведение полного цикла продаж: поиск заказчиков проведение переговоров и презентаций анализ и выявление потребностей консультирование по предоставляемым продуктам подготовка и заключение ткп заключение договоров отслеживание сроков оплаты
4612;ведение базы данных заказчиков (обновление пополнение базы)
4613;участие в маркетинговых мероприятиях (семинары выставки конференции)
4614;высшее техническое образование по инженерной специальности (конструктор технолог)
4615;понимание задач и принципов организации проектирования и подготовки производства
4616;опыт работы на предприятии инженером-конструктором (инженером-технологом)
4617;навыки работы с одной или несколькими системами сапр
4618;готовность к командировкам
4619;коммуникативные навыки
4620;настойчивость активная жизненная позиция
4621;опыт разработки пользовательских интерфейсов (ux/ui прототипирование концепты)
4622;веб-аналитика (ям ga)
4623;технический английский
4624;наличие портфолио - обязательно
4625;опыт фронтенд-разработки 3+ года
4626;отличные знания javascript
4627;хорошее понимание spa на основе react/redux
4628;хорошее понимание особенностей асинхронного программирования
4629;понимание принципов функционального программирования
4630;опыт работы с git
4631;желателен опыт работы в команде использовавшей методологию agile
4632;анализ бизнес-процессов компании на предмет наличия конфликтов полномочий и разработка компенсирующих контрольных процедур (ккп)
4633;актуализация матрицы рисков конфликтов полномочий (sod рисков) ведение реестра ккп тестирование ккп
4634;разработка и формирование отчётов в том числе на основе данных из информационных систем sap
4635;мониторинг и контроль устранения выявляемых конфликтах в информационных системах sap
4636;взаимодействие с департаментом ит иб и свк пользователями информационных систем sap
4637;экспертная оценка документации сопровождающей изменения в ис sap
4638;консультационная поддержка при автоматизации новых бизнес процессов в ис sap
4639;разработка и актуализация внутренних нормативных документов
4640;внедрение и использование внешнего инструмента по администрированию системы (пользователи полномочия кодинг программ лицензии sod отчеты менеджмента)
4641;поддержка пользователей 1супп 1с:бухгалтерия
4642;ведение нормативно-справочной информации
4643;изменение алгоритмов программы и разработка новых отчетов тестирование новых разработок
4644;возможно разработка нового функционала
4645;умение работать с продуктами ms office
4646;коммуникабельность пунктуальность нацеленность на результат умение работать в команде
4647;профильное высшее образование
4648;опыт работы от 3-х лет
4649;предоставление отчетов о проекте руководителю
4650;руководство отделом строительства
4651;отвечает за количество качество построенных ресторанов и сроки строительства
4652;отвечает за соблюдение политик компании их развитие и оптимизацию
4653;отвечает за определение и распределение ресурсов целевое и рациональное использование финансовых средств сокращение издержек и повышение качества строительных работ сокращению их сроков
4654;организовывает процесс подбора компаний-партнеров для выполнения работ по проектированию и строительству участвует в заключении договоров подряда следит за выполнением подрядными организациями договорных обязательств
4655;опыт работы руководителем проекта
4656;опыт работы в руководящей должности (директор по строительству заместитель директора по строительству)
4657;знание строительных процессов
4658;опыт работы в службе заказчика обязателен
4659;отличное владение компьютером: приложения ms office (excel – опытный пользователь) autocad/archicad
4660;руководство деятельностью отдела 
4661;организация производственно-технического обеспечения смр на строящихся объектах 
4662;работа с проектно-сметной документацией 
4663;организация процесса проверки объемов выполненных работ на объектах 
4664;организация процесса составления годового квартального месячного плана выполненных объемов работ и бюджета расходов по объектам контроль соблюдения его выполнения 
4665;ведение деловых переговоров и деловой переписки 
4666;высшее профессиональное (техническое) образование 
4667;опыт работы в должности начальника производственно-технического отдела (приоритетно) 
4668;наличие прикладных знаний нормативно-технической документации в строительстве планировании и финансировании деятельности 
4669;знание правил промышленной пожарной экологической безопасности нормативно правовых актов в области охраны труда 
4670;опытный пользователь ms office (excel word outlook power point) 
4671;осуществление контроля за ходом строительства реконструкции объектов нового строительства и их соответствия требованиям технических регламентов утвержденной проектной документации рабочим чертежам строительным нормам применяемыми строительными материалами
4672;фиксирование и оформление нарушений выявленных в результате проведения проверок доведение их до заказчика и генерального подрядчика
4673;контроль устранения нарушений и дефектов выявленных в процессе проведения предыдущих проверок
4674;анализ результатов проверок объектов нового строительства и оценка их готовности к приемке в эксплуатацию
4675;участие в приемке объектов нового строительства (реконструкции) в эксплуатацию по видам выполненных работ и в комплексной приемке
4676;проверка исполнительной документации представляемой подрядными организациями по видам выполненных работ
4677;оценка возможности подписания актов в том числе акта приемки объекта капитального строительства
4678;осуществление контроля за переводом зданий-новостроек на постоянные источники энергообеспечения (заключение постоянных договоров электро- тепло и водоснабжения между образовательными и ресурсоснабжающими организациями)
4679;совместно с сотрудниками отдела гарантийного сопровождения принимает участие в определении причин появившихся в процессе эксплуатации нарушений и дефектов и их влияния на дальнейшую эксплуатацию новостроек
4680;высшее строительное образование
4681;опыт аналогичной работы не менее 5 лет
4682;знание законодательства и иных нормативно-правовых актов регулирующих деятельность в сфере строительства постоянный мониторинг изменений законодательства
4683;опыт работы в системе электронного документооборота
4684;пк на уровне продвинутого пользователя
4685;контроль оплаты и сбор дебиторской задолженности
4686;обследование объектов и тепловых пунктов
4687;работа с документами
4688;высшее образование (техническое/экономическое) в приоритете тгв и тэс
4689;уверенный пользователь пк
4690;желание учиться и развиваться
4691;стрессоустойчивость
4692;организация и координация строительных процессов на объектах строительства
4693;планирование проведение строительного контроля в процессе строительства
4694;высшее профильное строительное образование
4695;опыт работы на руководящих должностях в строительных компаниях не менее 5 лет
4696;опыт руководства коллективом сотрудников свыше 30 человек
4697;опыт успешной реализации строительных проектов в области капитального строительства (коммерческая и жилая недвижимость)
4698;знания перечней документации необходимой при производстве работ и исполнительной документации
4699;знание правил по от и тб
4700;осуществление взаимодействия с контрагентами управлениями общества при оформлении договоров
4701;подготовка технических заданий для проведения конкурсных процедур по определению подрядчиков на выполнение работ
4702;осуществление контроля за разработкой проектно-сметной документации получением исходно-разрешительной документации прохождением экспертизы оформлением разрешительной документации на право производства работ выполнением строительно-монтажных работ
4703;контроль ведения работ приемка выполненных работ/проверка объемов и исполнительной документации
4704;контроль за вводом объектов в эксплуатацию в установленные сроки
4705;высшее техническое образование
4706;релевантный опыт работы от 3-х лет
4707;опыт работы в структурах генподрядчика/технического заказчика
4708;уверенный пользователь пк
4709;ответственность стрессоустойчивость аналитический склад ума умение работать в режиме многозадачности
4710;руководство полным циклом реализации проекта
4711;общее управление ходом реализации проекта
4712;планирование контроль и согласование всех административных вопросов на стадиях выполнения проекта с момента его открытия до момента окончания
4713;планирование и контроль исполнения бюджетов проектов
4714;планирование и контроль использования ресурсов проектов
4715;контроль исполнения сроков проектов
4716;управление рисками проектов
4717;отслеживание технических и временных взаимосвязей с другими проектами
4718;обеспечение взаимодействия всех организаций (партнеров профильных подразделений подрядчиков и тд) в ходе реализации проектов
4719;подготовка регулярной отчетности по проектным задачам
4720;участие в исполнительных и управляющих комитетах и подготовке презентаций к ним
4721;управление удаленными проектами
4722;управление подрядчиками (контроль сроков исполнения работ бюджетов объемов выполняемых работ)
4723;самостоятельность в принятии решений высокий уровень самоорганизации умение эффективно работать в режиме многозадачности
4724;уверенный пользователь пк- ms office autocad ms project
4725;готовность к командировкам
4726;осуществление контроля за ходом строительства реконструкции объектов нового строительства и их соответствия требованиям технических регламентов утвержденной проектной документации рабочим чертежам строительным нормам применяемыми строительными материалами
4727;фиксирование и оформление нарушений выявленных в результате проведения проверок доведение их до заказчика и генерального подрядчика
4728;контроль устранения нарушений и дефектов выявленных в процессе проведения предыдущих проверок
4729;анализ результатов проверок объектов нового строительства и оценка их готовности к приемке в эксплуатацию
4730;участие в приемке объектов нового строительства (реконструкции) в эксплуатацию по видам выполненных работ и в комплексной приемке
4731;проверка исполнительной документации представляемой подрядными организациями по видам выполненных работ
4732;оценка возможности подписания актов в том числе акта приемки объекта капитального строительства
4733;осуществление контроля за переводом зданий-новостроек на постоянные источники энергообеспечения (заключение постоянных договоров электро- тепло и водоснабжения между образовательными и ресурсоснабжающими организациями)
4734;совместно с сотрудниками отдела гарантийного сопровождения принимает участие в определении причин появившихся в процессе эксплуатации нарушений и дефектов и их влияния на дальнейшую эксплуатацию новостроек
4735;высшее строительное образование
4736;опыт аналогичной работы не менее 5 лет
4737;опыт монтажа/эксплуатации/разработки слаботочных систем
4738;знание законодательства и иных нормативно-правовых актов регулирующих деятельность в сфере строительства постоянный мониторинг изменений законодательства
4739;опыт работы в системе электронного документооборота
4740;пк на уровне продвинутого пользователя
4741;осуществление контроля за ходом строительства реконструкции объектов нового строительства и их соответствия требованиям технических регламентов утвержденной проектной документации рабочим чертежам строительным нормам применяемыми строительными материалами
4742;фиксирование и оформление нарушений выявленных в результате проведения проверок доведение их до заказчика и генерального подрядчика
4743;контроль устранения нарушений и дефектов выявленных в процессе проведения предыдущих проверок
4744;анализ результатов проверок объектов нового строительства и оценка их готовности к приемке в эксплуатацию
4745;участие в приемке объектов нового строительства (реконструкции) в эксплуатацию по видам выполненных работ и в комплексной приемке
4746;проверка исполнительной документации представляемой подрядными организациями по видам выполненных работ
4747;оценка возможности подписания актов в том числе акта приемки объекта капитального строительства
4748;осуществление контроля за переводом зданий-новостроек на постоянные источники энергообеспечения (заключение постоянных договоров электро- тепло и водоснабжения между образовательными и ресурсоснабжающими организациями)
4749;совместно с сотрудниками отдела гарантийного сопровождения принимает участие в определении причин появившихся в процессе эксплуатации нарушений и дефектов и их влияния на дальнейшую эксплуатацию новостроек
4750;высшее строительное образование
4751;опыт аналогичной работы не менее 5 лет
4752;опыт монтажа/эксплуатации/разработки сантехнических систем
4753;знание законодательства и иных нормативно-правовых актов регулирующих деятельность в сфере строительства постоянный мониторинг изменений законодательства
4754;опыт работы в системе электронного документооборота
4755;пк на уровне продвинутого пользователя
4756;организация и координация деятельности структурных подразделений компании участвующих в процессе выполнения комплекса работ связанных с созданием нового магазина и организацией его эффективной деятельности
4757;организация и контроль процесса выполнения комплекса работ направленного на подготовку и реализацию проектов по открытию новых объектов розничной торговли
4758;формирование бюджетов проектов по объектам компании и объектам дилеров бюджетов модернизации существующих объектов а также бюджетов закрытий объектов компании
4759;обеспечение соблюдения утвержденных бюджетов
4760;документооборот проектов
4761;высшее техническое образование
4762;опыт работы в рознице ( строительство открытие магазинов розничной торговли)
4763;опыт работы в autocad 3d -как плюс
4764;готовность к командировкам
4765;авторский надзор
4766;опыт работы в проектировании
4767;хорошее знание нормативной документации
4768;опыт и техническая грамотность ответственность
4769;владение пк autocad
4770;разработка проектной документации для жилых и общественных зданий на стадиях пп п рд
4771;самостоятельная работа над проектом под руководством гапа
4772;ведение проектирования в соответствии с нормативными требованиями
4773;принятие решений разработка узлов общение со специалистами смежных разделов и тд
4774;высшее образование по направлению архитектура специализация – проектирование жилых и общественных зданий (пгс)
4775;практический опыт работы в качестве архитектора не менее 3 лет
4776;желателен опыт работы с деревянным загородным домостроением и/или с применением клееных деревянных конструкций
4777;знание нормативных требований в области проектирования и строительства
4778;выполнение плановых показателей по продажам
4779;поддержание отношений с имеющимися клиентами
4780;развитие клиентской базы
4781;организация и проведение переговоров с клиентами
4782;высшим образованием
4783;опытом работы в области продаж от 2-х лет (продажа промышленного оборудования проектные продажи в2в)
4784;превосходными коммуникативными навыками грамотной устной и письменной речью мобильностью
4785;умением вести предварительную работу по подготовке и оформлениюдоговоров и коммерческих предложений презентаций
4786;умением выстраивать долгосрочные отношения с клиентами компании
4787;ориентированностью на положительный результат и эффективную работу ответственностью
4788;организация процесса строительства и реконструкции на объектах
4789;работа с заказчиками подрядчиком субподрядчиками государственными органами участие в производственных совещаниях на объекте сопровождение хода строительства
4790;контроль качества выполняемых работ а также качество применяемых материалов изделий конструкций и соответствие их утвержденной рабочей документации
4791;проверка и подписание актов по форме кс-2 кс-3
4792;опыт работы по выполнению функций генерального подрядчика субподрядчика выполнение общестроительных работ своими силами и силами субподрядных организаций
4793;знание всех циклов производства строительных и отделочных работ
4794;способность организовать работу и выстроить все процессы управления строительным проектом «с нуля»
4795;хорошие управленческие навыки
4796;высшее техническое образование (предпочтительно пгс)
4797;опыт работы в крупных строительных организациях со сложными объектами
4798;знание нормативной базы в области строительства
4799;умение работать в интенсивном режиме нести ответственность за принятые решения руководить процессами и людьми
4800;ответственность самостоятельность и самоорганизованность
4801;опытный пользователь пк
4802;высшее профильное образование
4803;опыт работы в проектировании не менее 3 лет
4804;проектирование разделов эс эо эм
4805;обеспечение выполнения строительных работ
4806;разработка перспективных и текущих планов строительства
4807;координация деятельности подчиненных подразделений постановка задач руководителям проектов
4808;организация работ на строительных объектах
4809;взаимодействие с заказчиками и подрядчиками
4810;организация технического контроля и надзора за качеством и сроками выполнения строительных работ их соответствие нормам и стандартам
4811;согласование и контроль исполнения ежемесячного бюджета строительных объектов
4812;контроль за своевременным оформлением закрывающих форм и исполнительной документации
4813;анализ и согласование счетов на закупку материалов совместно с отделом снабжения
4814;ведение деловой переписки и участие в переговорах совещаниях с заказчиками и подрядчиками
4815;высшее профессиональное образование в сфере строительства
4816;стаж работы по направлению профессиональной деятельности не менее 5 лет
4817;специальные знания в сфере ведения строительства технология ведения строительных работ
4818;знание законодательных и нормативных правовых актов регулирующих строительную сферу
4819;знание строительных норм и правил порядок разработки и оформления проектно-сметной и другой технической документации правил ведения учета и составления отчетов о деятельности предприятия в области капитального строительства порядок заключения и исполнения хозяйственных и финансовых договоров
4820;знания в области экономики и организации строительного производства труда и управления
4821;свободное владение компьютером знание autocad
4822;умение вести деловые переговоры и деловую переписку
4823;строительное образование умение читать чертежи
4824;знание математики геометрии способность хорошо считать
4825;умение работать в autocad
4826;разработка проектной и рабочей документации жилых и общественных зданий 
4827;водоснабжение
4828;водоотведение
4829;пожаротушение
4830;высшее профессиональное образование
4831;владение такими программами как: ms office autocad
4832;выполнение плановых показателей по продажам
4833;поддержание отношений с имеющимися клиентами
4834;развитие клиентской базы
4835;организация и проведение переговоров с клиентами
4836;высшим образованием
4837;опытом работы в области продаж от 2-х лет (продажа промышленного оборудования проектные продажи в2в)
4838;превосходными коммуникативными навыками грамотной устной и письменной речью мобильностью
4839;умением вести предварительную работу по подготовке и оформлениюдоговоров и коммерческих предложений презентаций
4840;умением выстраивать долгосрочные отношения с клиентами компании
4841;ориентированностью на положительный результат и эффективную работу ответственностью
4842;высшее профессиональное образование (предпочтение пгс)
4843;стаж работы на аналогичной должности более от 7-ти лет
4844;опыт руководства коллективом от 30 чел
4845;опыт работы с подрядными организациями
4846;готовность к командировкам по россии
4847;уверенный пользователь пк (ms office autodesk autocad)
4848;знание нормативно-технической документации рф в области строительства и проектирования
4849;знание процедуры и наличие опыта согласований и прохождения экспертизы
4850;желателен опыт работы с государственным заказчиком
4851;активная жизненная позиция высокий уровень стрессоустойчивости умение решать задачи в сжатые сроки опыт ведения переговоров на уровне первых лиц
4852;составление смет
4853;калькуляций на основании заявок
4854;проектов и других документов на новое строительство техническое обслуживание и ремонт оборудования зданий сооружений коммуникаций и тд
4855;средне-специальное/высшее образование 
4856;знание программы &quotгранд смета&quot 
4857;опыт работы приветствуется 
4858;рабочее 2d проектирование в автокад спдс(или nanocad спдс и тп) с постепенным переходом на 3d(bim - archicad/revit и тд) планы разрезы схемы спецификации
4859;встреча клиентов в офисе
4860;офисные обязанности
4861;минимальные требования: знание автокад(спдс) + нормативы
4862;заключение договоров и получение ту на присоединение к сетям электро- газо- водоснабжения
4863;сопровождение строительства контроль сроков и качества выполнения работ
4864;контроль выполнения проектных и строительно-монтажных работ подрядными организациями
4865;ввод объектов в эксплуатацию
4866;заключение договоров энергоснабжения водоснабжения поставки газа
4867;перераспределение мощности клиентам парков при опосредованном присоединении заключение прямых договоров энергоснабжения соглашений о компенсации сетевых потерь
