;Required skill
3306;средне-профессиональное образование
3307;навыки: монтажа кабельных линий подключения интернета умение работать с электроинструментом (перфоратор дрель) настройки роутеров модемов маршрутизаторов (не обязательно дополнительное обучение в процессе работы)
3308;желание развиваться и зарабатывать
3309;льготные тарифы на отдых в санаториях компании летние путевки для детей
3310;в компании развит корпоративный спорт так же все желающие сотрудники могут принять участие в ежегодной спартакиаде «ростелеком»
3311;нацеленность на результат
3312;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3313;самоорганизованность
3314;работа в области автоматизации ресторанов магазинов гостиниц и т д
3315;техническое сопровождение клиентов
3316;легкообучаемость
3317;умение работать с клиентами
3318;знание систем r-keeper и 1с приветствуется
3319;подбор проекционного аудиовизуального интерактивного оборудования 
3320;составление спецификации по требованиям заказчика 
3321;сборка компьютеров замена отдельных комплектующих работа с по 
3322;разработка и согласование технических заданий
3323;решение производственных вопросов
3324;бюджетная оценка проектов написание технико-коммерческих предложений 
3325;высшее или средне-техническое образование предпочтительно
3326;технический склад ума 
3327;знание пк: ms office 1c 
3328;знание основ аудио и видео техники персональных компьютеров локальных сетей 
3329;готовы рассматривать начинающих специалистов с небольшим опытом работы (но хорошим знанием пк) желающих расти и развиваться в av индустрии 
3330;инициативность энергичность ответственность готовность к обучению организованность 
3331;сборка и настройка пк
3332;регистрация пользователей консультирование
3333;техническая поддержка пользователей
3334;сопровождение оргтехники
3335;установка и настройка торгового оборудования
3336;прокладка сети
3337;настройка сетевого оборудования
3338;отчетность
3339;опыт работы системным администратором от 1 года
3340;опыт администрирования локальных сетей
3341;опыт работы с торговым оборудованием (кассы фискальные регистраторы весы сканеры шк терминалы сбора данных)
3342;опыт работы в 1с (продвинутый пользователь)
3343;знание операционных систем windows xp7 windows server 20032008
3344;знание типового офисного по возможность консультирования по данному по
3345;знание по фронтол приветствуется
3346;доработка конфигураций на платформе 1с (82 и 83) в соответствии с требованиями аналитиков (на основании фтз)
3347;документирование доработок в соответствии с внутренними стандартами компании
3348;анализ выявленных ошибок в конфигурациях 1с
3349;знание типовых конфигураций бп зуп бсп до (как преимущество)
3350;работы с нестандартными конфигурациями 1с на платформе 82 и 83
3351;опыт работы с управляемыми формами не менее 1 года
3352;опыт программирования
3353;наличие сертификатов 1с является существенным преимуществом
3354;обеспечивать бесперебойное функционирование *nix (linux debian centos) серверов (30+ штук) 
3355;внедрять новые *nix серверы 
3356;проводить регламентные и аварийно-восстановительные работы *nix серверов 
3357;анализировать нагрузки на системы *nix серверов и потребности в аппаратных и программных ресурсах 
3358;выполнять работы по оптимизации производительности и подготовке рекомендаций владельцам информационных систем 
3359;обеспечивать репликации и резервирование *nix серверов 
3360;поддерживать в актуальном состоянии эксплуатационную документацию по *nix серверам 
3361;высшее образование в сфере информационных технологий
3362;опыт администрирования и внедрения *nix (linux debian centos) серверов от 3-х лет
3363;знание аппаратной части серверного оборудования
3364;опыт внедрения и администрирования систем хранения данных ленточных библиотек
3365;опыт администрирования vmware vsphere
3366;опыт работы с сетевым оборудованием cisco mikrotik
3367;нацеленность на результат
3368;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3369;самоорганизованность
3370;helpdesk - поддержка и консультация пользователей (сотрудников нашей компании)
3371;установка‚ настройка по на рабочих станциях пользователей
3372;обновление программного обеспечения серверов и рабочих станций
3373;настройка периферийного оборудования
3374;работа с ad (заведение блокировка пользователей ввод машин в домен)
3375;написание инструкций для пользователя
3376;тестирование нового функционала
3377;опыт работы в поддержке от года
3378;знание английского языка на базовом уровне (чтение технической литературы)
3379;знание пк на уровне продвинутого пользователя
3380;знание линейки пользовательских версий ос windows на уровне администратора также знание продуктов линейки ms office
3381;знание компьютерного железа и периферии
3382;знание принципов построения лвс
3383;знание linux будет преимуществом
3384;знание основ active directory
3385;ответственность вежливость внимательность коммуникабельность
3386;нацеленность на результат
3387;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3388;самоорганизованность
3389;нацеленность на результат
3390;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3391;самоорганизованность
3392;опыт работы в аналогичной должности от 2-х лет
3393;знание семейства операционных систем windows
3394;общее понимание работы стека протоколов ip
3395;приветствуются базовые знания linux
3396;консультация пользователей по вопросам связанных с работой техники и по решение проблем пользователей
3397;обслуживание принтеров термопринтеров копировальной техники
3398;учет и замена расходных материалов
3399;мониторинг состояния серверов сетевых устройств
3400;проведение регламентных работ
3401;работа с zabbix microsoft ad почтовыми и web серверами
3402;сможете реализовать амбиции по построению ha сервисов
3403;познакомитесь с продуктами sap (erp ewm wms)
3404;нацеленность на результат
3405;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3406;самоорганизованность
3407;настройка сети интернет и удаленных точек доступа
3408;поддержка работы сип телефонии
3409;настройка и поддержка работы 7 станций пк
3410;протяжка сети
3411;поддержка работы систем видео наблюдения
3412;объект обслуживания в ивановской области
3413;выезды на объект по требованию
3414;опыт работы от 1 года
3415;знание принципов работы управляемых коммутаторов
3416;желание развиваться
3417;возможность выезда в командировки в ивановскую область(периодичность и длительность варьируется)
3418;контроль и эксплуатация инфраструктуры active directory (ad) обеспечение работы сервисов компании
3419;участие в проектах
3420;контроль и эксплуатация серверов под управлением операционных систем семейства ms windows server
3421;эксплуатация инфраструктуры под управлением microsoft и vmware
3422;документирование и организация хранения документации по настройкам оборудования топологиям конфигурациям систем
3423;высшее образование
3424;опыт работы на аналогичной должности
3425;английский язык - чтение документации базовые навыки общения и письма
3426;уверенные знания windows servers (с windows server 2008 и новее) и их ролей инфраструктуры active directory опыт работы с продуктами vmware
3427;знание exchange skype for business sccm scom будет преимуществом
3428;нацеленность на результат
3429;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3430;самоорганизованность
3431;подключение рабочих мест к корпоративной сети телефонии и печатающему оборудованию
3432;администрирование и обслуживание серверов системного по
3433;настройка служб сервисов сетевых подсистем
3434;планово-профилактические работы в ит-инфраструктуре
3435;контроль и ответственность за соблюдение информационной безопасности
3436;администрирование ip-телефонии
3437;настройка и эксплуатация видеонаблюдения
3438;хорошее знание современного компьютерного железа диагностика неисправностей
3439;желание изучать новые продукты и технологии
3440;в случае неожиданного сбоя готовность к незамедлительной реакции (удаленное подключение связь с поставщиками услуг и тд)
3441;английский язык на уровне чтения технической документации
3442;установка настройка операционных систем семейства windows
3443;настройка сетевых подключений в локальной сети
3444;установка настройка офисных бухгалтерских и других пользовательских приложений
3445;настройка почтовых клиентов
3446;диагностика и устранение неисправностей рабочих станций
3447;обслуживание оргтехники
3448;консультирование и техническая поддержка локальных пользователей
3449;образование: высшее неоконченное высшее техническое
3450;опыт работы на аналогичной должности от 2 лет
3451;опыт установки и настройки операционных систем семейства ms windows
3452;опыт установки офисных приложений
3453;знание распространенного программного обеспечения (установка‚ удаление‚ первоначальная настройка)
3454;хорошее знание «железа» (сборка-разборка пк‚ установка новых рабочих мест)
3455;опыт подключения настройки ремонта периферийных устройств
3456;личностные качества: инициативность‚ внимательность‚ ответственность‚ коммуникабельность‚ неконфликтность‚ самостоятельность
3457;решение проблем возникающих на рабочих станциях и с оргтехникой
3458;администрирование серверов на платформе windows active directory системы резервного копирования veritas
3459;управление клиентскими рабочими местами (sccm) сервисом печати офисной телефонии (asterisk) системой мониторинга zabbix корпоративной почтовой системой ms exchange
3460;знание операционной системы windows 10 установка конфигурирование устранение неисправностей
3461;опыт эксплуатации и настройки цифровых офисных атс
3462;ответственность пунктуальность обучаемость
3463;английский язык (чтение технической документации)
3464;проектирование построение и администрирование корпоративной сети в офисе и поддержка бесперебойной работы
3465;поддержка работы сети интернет почты обслуживание атс
3466;подготовка новых рабочих мест для сотрудников
3467;регистрация пользователей настройка прав доступа пользователей
3468;установка и настройка по операционных систем (криптопро 1cwindows linux)
3469;решение задач по настройке и системному администрированию
3470;диагностирование и устранение типовых неисправностей пк оргтехники
3471;обеспечение ит-безопасности - защита от внутренних и внешних кибер-угроз обеспечение безопасности сетей защита от компьютерных вирусов спама или внешних деструктивных воздействий
3472;участие в составлении и контроль исполнения плана закупок в области it 
3473;от 2 лет (отдел информационных технологий системный администратор)
3474;образование высшее/неполное высшее техническое 
3475;профессиональное знание операционных систем линейки windows (включая серверные) 
3476;понимание принципов функционирования лвс и систем резервного копирования данных 
3477;опыт работы c операционными системами linux (ubuntu debian) windows 
3478;нацеленность на результат
3479;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3480;самоорганизованность
3481;участие в разработке технических решений по сетевой инфраструктуре
3482;администрирование и поддержка в виртуальной среде сервисов ms active directory dns dhcp wsus iis exchange terminal ms sql сервер
3483;администрирование и поддержка виртуальных систем на базе vmware и hyper-v
3484;администрирование системы резервного копирования и восстановления данных
3485;администрирование и поддержка систем антивирусной и антиспам защиты
3486;администрирование и поддержка серверов unix
3487;администрирование и поддержка сетевого оборудования
3488;настройка сопровождение физических серверов и систем хранения данных hp
3489;оказание технической поддержки пользователям пк
3490;взаимодействие с техническими службами провайдеров и контрагентов компании при работах по настройке/восстановлению работоспособности ит инфраструктуры
3491;контроль физического состояния оборудования проведение профилактических работ и апгрейда оборудования
3492;ведение документации обработка инцидентов
3493;реализация задач связанных с информационной безопасностью
3494;опыт администрирования ос: ms windows 7810 server 2003-2012 vmware
3495;серверные приложения: active directory ms sql ms exchange 2013 ms terminal server
3496;опыт в поддержке программы альта-гтд приветствуется
3497;визуализация на основе нуреr-v
3498;1 с бухгалтерия
3499;знание сетевых технологий: tcp/ip dns dhcp nat wifi ssl правил построения сетей основы телефонии
3500;знание аппаратной части рс и возможность диагностики и устранения неполадок
3501;навыки сборки настойки и обслуживания пк и периферийных устройств (принтеры сканеры мфу факсы)
3502;опыт работы с vpn каналами (openvpn)
3503;настройка и сопровождение офисной атс asterisk
3504;опыт работы с удаленными пользователями
3505;технический английский язык
3506;администрирование автоматизированных рабочих мест
3507;обслуживание компьютерной и орг техники
3508;установка и сопровождение ос windows на пк
3509;установка и сопровождение офисного и прикладного по на пк
3510;высшее техническое образование
3511;опыт работы не менее 3-х лет в аналогичном направлении
3512;умение диагностировать и исправить аппаратную/программную ошибку пк/оргтехники
3513;опыт установки ос windows 7/10/2003/2008 ос драйверов устройств удаленного администрирования рабочих мест (radmin dameware и тд)
3514;знание ос windows 7/10/2003/2008 ms office 2003/2007/2010/2013/2016 сервисного по (работа с образами восстановление данных и тд)
3515;организация и управление группой поддержки сервисов 
3516;разработка процессов регламентов и инструкций для качественного оказания услуг поддержки сервисов 
3517;контроль и координация решений обращений и вопросов пользователей 
3518;ведение информационной системы для управления инцидентами/реквестами 
3519;написание и обновление инструкций для пользователей 
3520;анализ потребностей отслеживание пожеланий по внесению изменений в предоставляемые услуги поддержки сервисов 
3521;анализ и ведение базы данных по возникающим вопросам и проблемам 
3522;организация и учет личных кабинетов аккаунтов и доступов к ресурсам 
3523;ведение процесса согласования новых контрагентов оферт договоров 
3524;уверенные знания сетевой архитектуры и администрирования (windows и linux) 
3525;опыт организации и управления группой системных администраторов/ специалистов helpdesk от 2 лет 
3526;подготовка и настройка оборудования для установки на торговых точках компании
3527;завоз и подготовку оборудования находящегося в зоне ответственности группы запуска торговых точек 
3528;ремонт ит оборудования непосредственно на магазинах компании
3529;выезды на магазины сети с целью устранения неисправностей
3530;доставка легкого некрупногабаритного ит оборудования со склада на магазин
3531;монтажные и демонтажные работы ит оборудования
3532;настройка ит оборудования
3533;установка настройка и удаление программного обеспечения на ит
3534;обеспечение своевременного документооборота (акты накладные и тд)
3535;образование не ниже среднего специального
3536;опыт работы в аналогичной должности от года
3537;знание bios oc ms dos windows xp windows7 os windows server 2003 и более новых версий
3538;настройка пк согласно инструкции
3539;работа с базами данных sql
3540;работа с ккм (устранение ошибк)
3541;работа с по&quotкристалл&quot
3542;диагностика оборудования
3543;готовность к командировкам
3544;наличие водительских прав и собственного автомобиля
3545;ремонт и своевременное обслуживание парка пк в парке 50 компьютеров интернет настроен на базе роутеров mikrotik
3546;средне техническое / неполное высшее / высшее образование
3547;опыт работы от 1 года
3548;знание линейки oc windows 7/10
3549;знание сетевых протоколов (на уровне подключения к провайдеру и понимание внутренней адресации в локальной сети)
3550;обеспечение бесперебойной работы инфраструктуры компании
3551;планирование и проведение мероприятий по сопровождению информационных систем
3552;помощь в обеспечении бесперебойной работы локальной сети предприятия 
3553;сборка диагностика и мелкий ремонт компьютеров 
3554;монтаж и работа с видеонаблюдением и скуд 
3555;установка операционной системы и прикладного по консультации пользователей 
3556;заправка картриджей принтеров 
3557;опыт работы в ит сфере от полугода 
3558;начальные навыки администрирования операционных систем семейства windows 
3559;основы tcp/ip   
3560;поддержка пользователей
3561;базовая поддержка серверного и сетевого оборудования
3562;выезды на объекты заказчика для разрешения технических инцидентов требующих присутствия
3563;проведение регламентных работ и мониторинг систем
3564;внимательная работа в servicedesk системе
3565;постоянное повышение квалификации и обучение ит-продуктам и решениям а также передача полученных знаний коллегам
3566;хороший уровень культуры адекватное общение и позитив
3567;четкость и ясность мысли
3568;отсутствие проблем с дисциплиной субординацией
3569;начальные или хорошие знания windows 7/10 pro и сетевых технологий
3570;понимание принципов работы пк
3571;опыт работы с людьми
3572;активность и ответственное отношение к работе
3573;желание развиваться
3574;коммуникабельность работоспособность дисциплинированность 
3575;высокий уровень компьютерной грамотности 
3576;приветствуется опыт проведения монтажных работ по скс   
3577;нацеленность на результат
3578;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3579;самоорганизованность
3580;нацеленность на результат
3581;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3582;самоорганизованность
3583;техническое обслуживание банковского оборудования - платежных терминалов используемых для оплаты банковской картой онлайн-касс
3584;(работа через обучение специалистом компании)
3585;уверенное владение пк (техническая подкованность)
3586;ответственность коммуникабельность и желание развиваться
3587;нацеленность на результат
3588;есть знания в сфере компьютеров‚ ноутбуков‚ комплектующих к ним
3589;самоорганизованность
3590;работа с внутренней программой компании (установка настройка переустановка)
3591;сопровождение компьютерной и офисной техники локальной сети
3592;сопровождение систем видеонаблюдения
3593;сопровождение системы учёта рабочего времени
3594;сопровождение прочих систем и сервисов
3595;ответственность
3596;быстрообучаемость
3597;работа с большим объёмом информации
3598;разработка и реализация it-стратегии компании
3599;организация it инфраструктуры для обеспечения бесперебойной работы всех процессов компании
3600;анализ трендов по цифровизации и их прикладное использование для бизнес-процессов компании
3601;внедрение и сопровождение всех программных продуктов
3602;разработка внедрение и сопровождение политики информационной безопасности
3603;оперативное управление департаментом
3604;формирование годовых и оперативных планов подразделения подготовка отчетов
3605;управление it-бюджетом
3606;организация закупок it
3607;образование - высшее профильное
3608;общий стаж в it - не менее 7 лет опыт работы на должности директора департамента it 3 года
3609;опыт успешной разработки и внедрения программных продуктов в тч erp в торгового-производственных компаниях
3610;знания подходов и технологий в области цифровизации
3611;успешный опыт внедрения цифровых проектов и решений
3612;базовое понимание основных языков разработки
3613;прагматичный подход к решению задач пунктуальность ответственность стрессоустойчивость коммуникабельность способность быстро воспринимать новые идеи и знания
3614;минимум ошибок в период запуска программного продукта в опытную эксплуатацию
3615;управление вверенными проектами автоматизации бизнес-процессов компании
3616;составление и согласование проектной документации (анкета проекта тз кпг) участие в защите проекта
3617;постановка и контроль выполнения задач участниками проекта
3618;поиск программных средств автоматизации бизнес-процесса проекта
3619;переговоры с вендорами поставщиками услуг автоматизации
3620;проектирование новых информационных систем: модель данных функциональная модель техническое задание
3621;организация разработки информационных систем участие в первичном тестировании
3622;разработка и согласование концепции цели и основных этапов проектам ( национальная система маркировки и прослеживаемости товаров) 
3623;реализация проекта в согласованные сроки в рамках выделенного бюджета и с требуемым уровнем качества
3624;ведение документации по проектам
3625;разработка методических документов материалов для представления в федеральные органы исполнительной власти
3626;оперативное и стратегическое планирование реализации проекта создания по
3627;определение возможности использования готовых программных продуктов
3628;подготовка и проведение презентаций
3629;подготовка и внесение изменений в проекты
3630;подготовка и систематическое ведение отчетных документов о работе проекта: протоколов встреч реестров задач справок для руководства пр
3631;выявление рисков грозящих проекту организация мероприятий по их устранению или минимизации влияния
3632;контроль выполнения задач внешними и внутренними участниками проекта
3633;подтвержденный опыт участия в создании и/или развитии крупных инженерных или it-проектов приветствуется опыт руководства такими проектами или отдельными направлениями таких проектов 
3634;умение структурирования и систематизации больших объемов информации 
3635;опыт проведения встреч на уровне вторых лиц международных компаний 
3636;опыт в подготовке отчетных документов понимание правил и опыт ведения документооборота 
3637;грамотная устная и письменная речь 
3638;приветствуется знание английского языка 
3639;приветствуются знания методологий проектирования и разработки по 
3640;приветствуются знания методологии финансового и бухгалтерского учета налогового учета производственного учета процессов бюджетирования 
3641;приветствуются знания логистических и товарных операций 
3642;планировать деятельность подразделения
3643;обеспечение разработки и внедрения rpa решений
3644;моделирование rpa решений
3645;выявление требований к rpa решениям
3646;согласование промежуточных и финальных результатов проекта rpa
3647;анализ ис процессов на возможность взаимодействия с ними rpa решения
3648;согласование возможности применения rpa решений в ис роботизируемого процесса
3649;осуществление методологической и консультационной поддержки заказчика на протяжении проекта rpa
3650;организация тестирования и проведение опытной эксплуатации реализованного роботизированного процесса
3651;опыт работы в кредитной / финансовой организации / консалтинге / ит компании не менее 3 лет
3652;опыт руководящей работы не менее 1 года
3653;опыт внедрения rpa в банках / финансовых организациях / других отраслях
3654;опыт разработки документов: бизнес-требования функциональные требования техническое задание технико-экономическое обоснование
3655;знание основ проектного управления основ банковской деятельности банковских процессов / банковских информационных систем
3656;образование: высшее экономическое / техническое
3657;позитивную рабочую атмосферу дружный коллектив
3658;участие в проектах внедрения решений аскон
3659;участие в проведении обследования проектных организаций на предмет текущей автоматизации работ участие в формировании предложений по автоматизации проектной организации
3660;реализация уникальных проектных решений под задачи заказчика
3661;участие в разработке технической документации по проекту внедрения
3662;установка и настройка конфигурации по аскон по техническому заданию
3663;обучение сотрудников проектных организаций работе в автоматизированных системах
3664;техническое сопровождение работы сотрудников проектных организаций в автоматизированных системах
3665;высшее или среднее техническое образование
3666;опыт работы в проектной организации или it-компании автоматизирующей процессы проектных организаций (не менее 2 лет)
3667;знание принципов администрирования ос windows работы и администрирования информационно-вычислительных сетей (домены права доступа пользователи)
3668;понимание порядка исполнения работ в проектной организации
3669;хорошо развитые коммуникативные способности
3670;готовность к командировкам
3671;обучение за счет компании
3672;управление проектами (интеграция разработка сопровождение внедрение по) в государственном или коммерческом секторе
3673;работа с заказчиком от стадии пресейла до реализации и закрытия проекта
3674;участие в выборе подрядчиков контроль работы подрядных организаций
3675;умение проводить презентации и защищать результаты проекта у заказчика
3676;формирование проектной команды
3677;выстраивание коммуникаций в проекте
3678;управление рамками бюджетом и ресурсами проекта
3679;отслеживание рисками проекта
3680;контроль разработанных решений согласно требованиям
3681;планирование и контроль исполнения работ
3682;ведение проектной документации и отчетности по проекту
3683;защита результатов проекта у заказчика
3684;участие в процессе разработки по в рамках работ по проектам
3685;ресурсное и календарное планирование проекта / группы проектов 
3686;участие по необходимости в пресейлах компании (оценка сроков подготовка кп ресурсное планирование) 
3687;успешный опыт реализации проектов (не менее 3-х лет и не менее 3-х проектов) по интеграции разработке сопровождению и внедрению программного обеспечения в финансовой и банковской сфере
3688;знание проектных технологий
3689;опыт составления проектной и технической документации
3690;аналитические способности
3691;навыки делового общения
3692;стремление к саморазвитию и освоению новых технологий
3693;ответственность коммуникабельность инициативность нацеленность на результат наличие организаторских способностей
